the_geom,cartodb_id,portfolio_bldg_id,BEPP_compliance_group,BEPP_compliance_cycle_one_status,property_name,address,postal_code,primary_property_type,sector,floor_area,year_built,number_of_buildings,phl_bldg_id,electricity_2019,natural_gas_2019,fuel_oil_2019,steam_2019,energy_star_2019,site_eui_2019,source_eui_2019,water_use_2019,total_ghg_2019,water_score_2019,electricity_2020,natural_gas_2020,fuel_oil_2020,steam_2020,energy_star_2020,site_eui_2020,source_eui_2020,water_use_2020,total_ghg_2020,water_score_2020,electricity_2021,natural_gas_2021,fuel_oil_2021,steam_2021,energy_star_2021,site_eui_2021,source_eui_2021,water_use_2021,total_ghg_2021,water_score_2021,x_coord,y_coord
0101000020E61000007A69716346CC52C0EF69B9F967FA4340,29,3325211,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,3401 Market St.,3401-15 MARKET ST,19104,Office,Office,90817,1930,1,883072000,6255618.804,158334.8108,,2618392.8,14,99.5,229.4,1299.9,816,,5905356.5,242245.4,,2899596.9,15,99.6,223.3,1110,770.6,,5715953,292580,,2682400.3,24,95.7,215.1,1458.6,724.4,,-75.19179617,39.95629808
0101000020E6100000424850DB0ACB52C0CA60D6D5AEF94340,30,4979799,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,The Rittenhouse Plaza,1901-05 WALNUT ST,19103,Multifamily Housing,Multifamily,279109,1924,1,881025500,6300834.628,166006.7965,,14434722.2,31,74.9,126.1,7085.5,1605.6,78,5985794.4,175254.6,,13950079,32,72.1,120.8,7319.4,1491.4,76,6210256.3,177077,,13786308.8,31,72.3,122.4,7085,1501.4,78,-75.17253764,39.95064805
0101000020E610000035DF98D0EAC952C03D9F5CAE59FD4340,31,3979389,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,GITTIS STUDENT CENTER,1713-55 N 13TH ST,19122,College/University,College/ University,216805,2000,1,777569000,5479876.72,82214.99829,,6423063.1,,55.3,106.8,,986,,4202724.2,36735,,6613912.6,,50.1,91.2,1696.5,843.3,,9412950.5,589920,,34404596.3,,255.2,361.2,1812.1,3765.4,,-75.15495696,39.97929935
0101000020E6100000B08D1DF9E8C952C06712503C42FD4340,32,3983813,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,WEISS,1701 N. 13TH ST,19122,College/University,College/ University,159000,2000,1,777568900,8371908.392,0,,20028060.6,,224.5,340.7,1776.5,2562.2,,7776473.4,,,18558986.8,,209.9,317.7,1751.9,2347.6,,8403957.3,,,19234480.2,,225.7,340.8,1950.4,2492.5,,-75.15484455,39.97858385
0101000020E6100000CBD5D169C4C952C024B12815A2FD4340,33,3983811,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,GLADFELTER,1115 W. POLETT WALK,19122,College/University,College/ University,181566,2000,1,777568800,6814770.54,198.9999891,,13271858.7,,157.4,235.6,343.9,2019.2,,3510173.5,401,,9818870.9,,105,148,8.5,1290.6,,2452796,208,,11265998.7,,100.1,134.8,376.5,1210.3,,-75.15261312,39.98150887
0101000020E6100000139FD896C3C952C0D06CCB3E97004440,34,3955734,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,FSU,3340 N BROAD ST,19140,College/University,College/ University,139460,2000,1,777528325,5547062.412,0,,9063857,,138.5,220.2,915.8,1411.5,,4570902.9,,,7204297.3,,111.2,178.2,396.2,1112.2,,4700009.5,,,6681014.7,,116.1,183.4,363.4,1133.3,,-75.15256282,40.00461564
0101000020E6100000CBD5D169C4C952C024B12815A2FD4340,35,3983896,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,ENGINEERING,1947 N. 12TH ST,19122,College/University,College/ University,160325,2000,1,777568800,7705203.592,21.00000075,,12475795.7,,180.5,277.9,4228.9,2070.3,,7182512.5,20,,10497671.6,,157.4,247.1,2647.6,1782.6,,7603713.7,3193,,12523292.6,,184,280,4340.1,2031.7,,-75.15261312,39.98150887
0101000020E610000012CF86BAD7C952C0A352F4D9E4FD4340,36,3965450,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,ANNENBERG and TOMLINSON THEATER,2001-59 N 13TH ST,19122,College/University,College/ University,120576,2000,1,777570600,7048222.992,42.99999785,,6328212.1,,110.9,226.8,131.3,1134.3,,5470193.5,61,,2399104.2,,65.3,151,94.6,682.9,,6579772.5,73,,2572640.1,,75.9,178.5,77.1,781.8,,-75.15379203,39.98354649
0101000020E6100000BA36D053CFC952C0081EDFDE35FA4340,37,3955822,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,PODIATRIC - UNIVERSITY,800-20 RACE ST,19107,College/University,College/ University,146805,2000,1,771524000,8608435.056,859.0000615,,6339805.5,,101.8,216.1,3286.5,1293.1,,7914451.3,1807,,4367361.1,,83.7,186.8,2882.7,1047.6,,7553816.6,1272,,5962311,,92.1,192.9,3763.4,1097.4,,-75.15327926,39.954769
0101000020E6100000CBD5D169C4C952C024B12815A2FD4340,38,3965855,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,ANDERSON,1114 W. POLETT WALK,19122,College/University,College/ University,231660,2000,1,777568800,7661693.768,314.9999706,,29091536.9,,185.6,268.2,2055.8,3037,,6903015.1,196,,22156783.9,,149.9,220.8,1052.2,2430.6,,7003205.1,91,,15395686.6,,129.4,194.3,1930,2071.6,,-75.15261312,39.98150887
0101000020E61000008673EC240BCA52C0906B01A966FD4340,39,3957996,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,KLEIN,1723-29 N BROAD ST,19122,College/University,College/ University,210819,2000,1,777507000,7082554.536,173.9999964,,8550413,,99,165.5,1391.7,1561.5,,6331815.6,1158,,3531720.9,,71.2,126.5,400.5,1111.9,,6302837.5,394,,3647909,,69.5,124.8,705,1075.4,,-75.15693019,39.97969544
0101000020E61000004FFFFE3931CA52C0729328E666F94340,40,3641728,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Medical Office Building,1100-04 WALNUT ST,19107-5563,Medical Office,Medical Office,82972,1985,1,771020500,8738828.048,1082840.387,,1122.4,19,118.4,308.6,2882.2,942.9,,8415162.3,300361.5,,959,22,105.1,287.8,2178.9,821.4,,8620585.2,1009995.4,,811777.3,37,125.9,315.5,2172.6,908,,-75.15925455,39.94845273
0101000020E61000008ED57B6492CA52C0C7B94DB857F94340,41,3892261,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Academy of Music,240 S BROAD ST,19102,Performing Arts,Other,144080,1857,1,772727000,8442939.408,710722.8321,,3821904.4,,90.1,201.2,3892.5,1146.9,,4670529.8,298357.8,,2816690.1,,54,116.5,1123.2,649.9,,6522641.9,6067.6,,3208651.7,,67.6,153.6,2517.3,819,,-75.16518509,39.9479895
0101000020E6100000EEBD11401ECA52C0CFC983DB77F94340,42,3635906,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Automated Active Optimization (CCx),Main Building,1001-41 WALNUT ST,19107-5244,Hospital (General Medical & Surgical),Hospital,169807,1906,1,771020000,13322167.65,4617.000025,,14218152.4,96,162.2,320.4,11439.1,2294,,12762906.7,307.8,,17229061.7,91,176.6,332.5,11935.1,2365.5,,22629332.5,1237,,17105219.8,29,234,494.3,8796.6,3237,,-75.15809633,39.94897026
0101000020E6100000CE5D4357FFC952C054C2B8C08AFD4340,43,3983810,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,WACHMAN HALL,1819 N BROAD ST,19122,College/University,College/ University,130655,2000,1,777509000,7372902.088,340.0000144,,11932179.1,,243.9,355.3,1272.4,2201.1,,8730977,363,,2508987.8,,156.6,274.5,1732.1,1488.3,,8594111.5,574,,1738547.6,,149.1,263.9,6441,1395.6,,-75.15620977,39.9807969
0101000020E610000070C37B50C8CA52C0ADB3EFC48BF94340,44,5021678,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Icon 1616,1616-26 WALNUT ST,19103,Multifamily Housing,Multifamily,274265,1929,1,881012260,,,,,,,,,,,8414295.7,57121.3,,745438.8,,43.6,115.9,4519.3,857.9,86,8221449.4,30900,,1239281.1,,44.9,116.1,6149,847.3,68,-75.16847622,39.94957792
0101000020E6100000AA56B2A5BFC952C0C7EBC915C1004440,45,3995355,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,KRESGE SCIENCE HALL,3432-52 N BROAD ST,19140,College/University,College/ University,129260,2000,1,777531100,8083758.168,1243.000008,,29364781.1,,352.7,505.8,3743.1,3198.1,,7693636.9,917,,23670344.5,,298.6,437.8,2580.1,2689,,6771861.2,1043,,18539166,,246.3,365.1,3427.7,2203.4,,-75.15232222,40.00589249
0101000020E6100000DA4FEF77E2C952C0DA7EC72A84FD4340,46,3966440,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,PALEY,1210 W. BERKS,19122,College/University,College/ University,184644,2000,1,777570200,10526958.3,77.00000235,,10588248.4,,188.2,295.8,972.6,2487.7,,10648961.2,151,,7573291.4,,154.4,261.5,434.1,2064.1,,6461823,85,,6788427.3,,191.2,250.9,314.1,2213,,-75.15444754,39.98059592
0101000020E6100000DEF92C6CD9C952C07E4145B421F94340,47,3673215,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Farm Journal,230-34 W WASHINGTON SQ,19107,Medical Office,Medical Office,102855,1910,1,771005500,10369886.88,10546.90748,,14471179930,1,140795.9,169544.2,6144.4,961915.8,,4211032.4,7330.8,,14984027.6,30,186.7,290,4624.9,1398.3,,4329336.7,14337.8,,14924552.3,19,187.3,292.6,5515.2,1393.7,,-75.15389542,39.94634107
0101000020E61000002F4BBF6DFBC952C017B0CB8D75F94340,48,3641814,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Full retro- or recommissioning procedure,Edison Building,122-30 S 09TH ST,19107-5233,Office,Office,244109,1930,1,771021000,11903768.54,102.599987,,9464838,40,87.5,183.2,8910.8,1834.4,,11057575.5,,,7616048.8,48,76.5,164.4,5917.1,1564,,10664202.6,206,,6562866.8,53,70.6,154.7,14049.4,1426,,-75.15597099,39.94889996
0101000020E6100000EEBD11401ECA52C0CFC983DB77F94340,49,3632497,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Automated Active Optimization (CCx),Thompson Building,1001-41 WALNUT ST,19107-5004,Hospital (General Medical & Surgical),Hospital,171219,1925,1,771020000,14294836.72,146102.3984,,15869332.2,93,177,346.2,,2509.7,,13702540.8,35026.6,,16621196.6,91,177.3,341.1,,2417,,13826208.8,153088.6,,14935674.9,93,168.9,332,,2283.6,,-75.15809633,39.94897026
0101000020E61000005D6F17716CCA52C09B5F07AD8BF94340,50,4991740,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",ENERGY STAR Certification,Goldman Properties - 1315 Walnut Street,1313-17 WALNUT ST,19107,Office,Office,246310,1923,1,883021000,10315874.92,,,1737378,79,48.9,125.8,2270.9,1160.5,,9840873.3,,,1272083.7,76,45.1,118.1,1009.3,1026.3,,8795385.4,17667.3,,980682.1,80,39.8,104.8,860.1,882.7,,-75.16286876,39.94957507
0101000020E6100000D8DC0BABBCC952C0CA31BC063B004440,51,3955736,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,KORNBERG DENTISTRY,3201-09 N BROAD ST,19140,College/University,College/ University,133302,1980,1,777526000,7544392.62,23079.99904,,11785806.6,,207.2,321.5,,1984.1,,7535569.2,11940,,10661129.9,,195.1,307.9,,1841,,7205939.3,23720,,10586756.6,,193.2,301.3,,1791.9,,-75.15214039,40.00180134
0101000020E6100000E64689447ECA52C0BCA507CB79F94340,52,2917145,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,Terra Hall,201-11 S BROAD ST,19107,College/University,College/ University,273901,1911,1,772505410,13820838.27,466405.1504,,17105921.6,,114.6,218.2,7314,2560.8,,11041924.6,131566.3,,11376485.9,,82.3,163.4,4469.5,1819.2,,9023173.9,202000.2,,4897059.8,,51.6,114.5,1656.7,1173.7,,-75.16395677,39.94902933
0101000020E610000034432E6102CA52C02252D32E26FD4340,53,5077686,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,1300 C. B. Moore,1300-22 CECIL B MOORE AVE,19122,College/University,College/ University,325022,2001,1,881299070,12828526.31,106579.9996,7769.4,29070890.8,,176.4,261.4,10695.3,4043.7,,11625342.5,100000,0,22244963.1,,139.1,214.3,5403.8,3188.2,,12041746.4,95090,,25933763.4,,154.6,234.1,8601.5,3486.1,,-75.15639524,39.97772775
0101000020E61000002F070F0D6ACC52C0F9A4F2FA3CFA4340,54,3876329,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036","Expected to Comply September 30th, 2023",Sheraton University City Hotel,3501 CHESTNUT ST,19104,Hotel,Hotel,202880,1976,1,883730000,13509025.83,6161500.52,,1552129405,1,7747.4,9422.2,20226.5,104754.9,,9001586.2,4288352.4,,1028843.9,80,70.6,152.5,13943.1,1131.9,,,,,,,,,,,,-75.19397284,39.95498597
0101000020E61000005ED9C36699CA52C05B26C3F1FCF84340,55,4184551,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Symphony House,400-26 S BROAD ST,19146,Multifamily Housing,Multifamily,642000,2005,1,888088402,14609515.25,1395870.766,,11765535.1,79,43.3,88,8040.8,2335.5,99,13115707.5,1193725.1,,11304022.9,84,39.9,80.3,7020,2069.3,100,12967125.2,1911431.3,,9763218.3,87,38.4,78,9019.8,1879.5,99,-75.16561288,39.94521925
0101000020E6100000C235D2AD32CC52C02F185C7347FA4340,56,3762539,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,"15,16,90-Haggerty/General Service/Law",3300-50 MARKET ST,19104,College/University,College/ University,252323,1971,3,774530700,15568239.48,3245.890863,,4622884.3,,80,194.8,10932.5,1884.4,,13647147,1605.3,,4344380.6,,71.3,172.2,7934.9,1594.7,,14180852,7726.8,,4205290.9,,72.9,177.4,5783.1,1515.1,,-75.1905932,39.9553055
0101000020E6100000CCE39B33C3C952C0BC4899BBB3004440,57,3958443,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,MEDICAL RESEARCH BLDG,3420-30 N BROAD ST,19140,College/University,College/ University,117180,2000,1,777531000,10988827.09,0,,18864829.6,,519.6,696.6,8855.4,4010.5,,9810649.8,,,16264273.5,,467.2,623.5,3443.6,3537.7,,13926125.8,,,12142598,,465.3,677.7,4147.4,3607,,-75.15253916,40.00548501
0101000020E6100000FE8DA816F2CA52C0F3BAB0FBAFF94340,58,4961098,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,10 Rittenhouse Square,130 S 18TH ST,19103,Multifamily Housing,Multifamily,480715,2009,1,888095900,14695347.52,3255348.473,,8296.8,65,37.4,92.7,12394,1580,59,15786877,1640406.4,,10922637.5,18,59,122.9,12210.5,2323.3,61,15117234.5,2713490.4,,12614724.8,24,63.3,125.5,11986,2385.4,63,-75.17102591,39.95068308
0101000020E6100000EEBD11401ECA52C0CFC983DB77F94340,59,3641868,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Automated Active Optimization (CCx),College Building,1001-41 WALNUT ST,19107-4083,Office,Office,191783,1928,1,771020000,17406393.06,99829.79526,,17143451.7,9,180.7,362.2,4785.3,2907.1,,16822576,3603.3,,16694508.2,10,174.8,350.4,9369.5,2718.8,,17117778.8,28200.3,,20831360.2,7,198,380.7,5960.5,2974.1,,-75.15809633,39.94897026
0101000020E6100000D46C372462CA52C050F95B2BEFF94340,60,3351611,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Energy Audit,57164- Residence Inn Philadelphia - Center City,1319-25 MARKET ST,19107,Hotel,Hotel,243058,1990,1,883704600,15165227.69,496899.97,,10548548.3,22,107.8,229.1,11800,2178.3,,14154426.1,244061.9,,8533398.8,32,94.3,206.3,8464.1,1934.3,,15491773.1,301457,,7960822.2,26,97.7,219.2,7948,1894.3,,-75.16224008,39.95261137
0101000020E6100000DD8E99D921CA52C0A0281AB58CFD4340,61,3958445,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Pearson/Mcgonigle,1800-28 N BROAD ST,19122,College/University,College/ University,508105,1969,1,777508500,14474632.06,29274.81114,,17768701.9,,107.9,162.3,6474.3,3835.8,,12690657.6,9158,,17999919.6,,101.7,150.1,5409.9,3515.2,,13519388.1,14516,,14149735.7,,102.1,151.3,4793.2,3469.7,,-75.15831604,39.98085655
0101000020E610000065AF901CDDC952C051E6381AB4FD4340,62,3965856,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,BEURY,1901-59 N 13TH ST,19122,College/University,College/ University,174700,2000,1,777570400,15091658.14,2130.999963,,27241373.6,,417.7,589.1,4441.3,4952.7,,13754662.5,1584,,17921868.3,,421,562,6173.9,4713.2,,14045883.6,1615,,13144053,,299.1,446.2,6970.2,3497.5,,-75.15412058,39.98205879
0101000020E61000003527714E13CC52C0B8E4FA6F0CFA4340,63,3762532,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,"8,9B,9A,9C- Creese /MacAlister /Mandell / Handschumacher",3250-60 CHESTNUT ST,19104,College/University,College/ University,217857,1973,1,774517051,15795110.18,808930.5872,,8882721.7,,117,256,6531.7,2233,,12866532.6,230942.6,,7034309.3,,92.4,205.3,3250.5,1710.8,,13496752.9,771907.5,,7384697.1,,99.4,218,3576.4,1707.2,,-75.18867837,39.95350456
0101000020E6100000E13E59CEF1CB52C0E42D573F36FA4340,64,3762530,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,"7,7A-Bossone / Commonwealth",3126-38 MARKET ST,19104,College/University,College/ University,161154,2004,2,774526010,12963586.92,14044102.01,,7191066.5,,212.2,370.4,7507.9,2536.8,,11335247.5,13127526.2,,6640196.7,,193,332,6105.3,2223.1,,12703111.4,15407871.4,,7310018.6,,219.8,375.7,8760.6,2410.5,,-75.18663367,39.9547805
0101000020E610000059CE10542ECC52C0B08A1E956EFA4340,65,3762536,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,"14,14A-Daskalakis Athletic Center / Recreation Center",3301 MARKET ST,19104,Other - Recreation,Other,267003,1976,2,774530510,17005865.21,4766646.617,,11321806.8,,123.9,248.1,7360.3,2727.8,,13495411.9,3026993,,9939213.6,,99.1,198.2,10536.8,2112.4,,15536050.7,4942924.9,,9511893.1,,112.3,225.2,9673,2247.6,,-75.19032766,39.95649971
0101000020E6100000EDF9F59EA5CA52C07E5038377DF94340,66,3596612,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,1500 Walnut,1500-06 WALNUT ST,19102,Office,Office,275468,1930,1,883040500,17849809.76,3190023.391,,10084478.9,41,113,237.6,8336.6,2647.4,,14382774.2,1287460.1,,8425797.1,50,87.5,187.9,4726,2004.4,,15011728.6,1798818.5,,8982284.6,45,93.6,198.7,5246.5,2085.8,,-75.1663587,39.94913378
0101000020E6100000685C3810D2CB52C081F84C38ECF94340,67,3849558,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,TRL 31st Street,125 S 31ST ST,19104,Laboratory,Laboratory,125000,2004,1,773717105,38626842.56,108476.9994,,38375360.9,,616.9,1235.5,12007,6467.2,,38679967.4,81495,,35463626,,593.8,1208.4,9024,6061.1,,38141349.1,82683,,37203058.5,,603.4,1213.1,5717.4,6016.2,,-75.18469625,39.95252136
0101000020E6100000BB5222CBBAC952C05B039D412AFA4340,68,4830355,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Police Administration Building,700-34 RACE ST,19106,Office,Municipal,126000,1956,1,781379300,16599700.73,,,6983705.8,5,187.2,435.6,4890.1,2052.5,,15643177.2,,,5540303.2,7,168.1,400.5,5837,1865.1,,15713246.1,,,5650819.9,7,169.6,403.1,6853.3,1834.2,,-75.15202597,39.95441456
0101000020E61000009C36C2265BCA52C06D8CBEFEFBF94340,69,3351492,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,311qp-Philadelphia - Downtown,23-31 N JUNIPER ST,19107,Hotel,Hotel,440000,1999,1,883704700,17772770.21,969399.984,,20604105.6,66,89.4,171.7,15748,3220.2,,13654711.4,208200,,17766589.2,85,71.9,136,8671,2497.6,,15043804.8,282200,,20089551.8,77,80.5,151.3,10876,2745.8,,-75.16181344,39.95300278
0101000020E610000012CF86BAD7C952C0A352F4D9E4FD4340,70,3983812,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,NEW TYLER SOA,2020 N. 12th Street,19122,College/University,College/ University,233240,2000,1,777570600,17708846.39,507617.0211,,39831125.9,,384,533.9,4604,6367.4,,13596922.4,235673,,28645012.5,,307.6,419.2,3762.8,4951.3,,14802566.2,417695,,33887390.5,,347.4,471,1543.5,5546.5,,-75.15379203,39.98354649
0101000020E6100000109AB8B0C9CD52C0CB4C8A0B97FC4340,282,3894194,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Global Leadership Academy Charter School,4601 W GIRARD AVE,19131,K-12 School,School (K-12),53331,2010,,774157500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.2154352,39.97335953
0101000020E610000065AF901CDDC952C051E6381AB4FD4340,71,3969866,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,BIOLOGY,1900 N. 12TH,19122,College/University,College/ University,168651,2000,1,777570400,18287327.11,1418.999957,,51653133.4,,682.8,916,21859.4,7665,,18503142.9,1296,,36847974.6,,559.8,780.8,16712.3,6276,,18944375.9,1298,,31464836.6,,549.7,767.2,8574,6077.4,,-75.15412058,39.98205879
0101000020E61000006DD38ED1F0CA52C0887F3BFDDEFA4340,72,4830371,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,Central Library,1901 VINE ST,19103,Library,Municipal,200680,1922,1,782598210,19391119.34,424753.7644,,7051800.1,,133.9,315.1,6235.2,2346.7,,17805928,361388,,7285823.6,,126.8,294,4211.5,2207.2,,17101868.7,378029.7,,6827614.4,,121.1,281.5,4550.4,2061.4,,-75.1709484,39.95993009
0101000020E6100000CB31D5A31BCA52C05146225590F94340,73,3641702,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Automated Active Optimization (CCx),Foerderer Pavilion,1000-32 CHESTNUT ST,19107-4998,Hospital (General Medical & Surgical),Hospital,233930,1954,1,771020000,25990299.25,2770.199987,,34506598.7,47,258.6,488.6,13741.7,4924.4,,25715875.5,102.6,,33537074.5,48,253.3,480.3,19365,4688.1,,26042052.5,206,,34578633.5,45,259.1,489.5,17034,4714.1,,-75.15793701,39.94971718
0101000020E6100000DD0A1F1984CA52C00147A753C3F94340,74,3351793,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Energy Audit,73R49-Philadelphia Ritz Carlton,1400 S PENN SQ,19102,Hotel,Hotel,350000,1990,1,883702100,19724724.23,2676700.112,,22477395.4,13,128.2,243.1,23403,3633,,16729193,1068400,,21200079.3,24,111.4,209.9,16515,3065.6,,,,,,,,,,,,-75.16431263,39.9512734
0101000020E61000006B7583B2BAC952C0149F12424D004440,75,3955737,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,DENTAL SCHOOL (ORIG),3211-39 N BROAD ST,19140,College/University,College/ University,197099,2000,1,777527000,24187214.2,219181.8308,,17863743.4,,276.4,510.2,23750.2,4291.8,,23345354.4,43294.5,,16324726.6,,259.2,484.1,10916.8,3920.5,,20398403.2,27000,,16151895.4,,245.1,442.7,18395.4,3586,,-75.1520201,40.00235773
0101000020E6100000CBD5D169C4C952C024B12815A2FD4340,76,4426032,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Science Education and Research Center (SERC),1935 N 12TH ST,19122,College/University,College/ University,255183,2014,1,777568800,21682018.03,200.0000211,,36352393.8,,364.5,534.1,1724.5,6454.2,,20311844.1,5450,,31688069.2,,316.8,475.1,1244.1,5568.3,,20332148.9,990,,43293149.3,,376.7,543.1,1497.6,6474.8,,-75.15261312,39.98150887
0101000020E61000004BD6B869B9C952C0E686118878004440,77,3956649,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,PNAH,3307-23 N BROAD ST,19140,College/University,College/ University,169976,2000,1,777528500,17754857.21,4103.000085,,39864102.5,,407.1,636.6,22439.3,5056,,16657742.3,2719,,31983977.3,,340.1,549.8,15641.9,4200.9,,19222494.9,1271,,23254154.6,,320.4,545.4,14919.3,3960.4,,-75.15194171,40.00367833
